Start_Date,Total_Rides,Average_Duration,date,Total Positives,Total Lives Lost,Daily_Cases,ORIGIN_BLOCK_LATITUDE,ORIGIN_BLOCK_LONGITUDE,ORIGIN_BLOCKNAME,DESTINATION_BLOCK_LATITUDE,DESTINATION_BLOCK_LONGITUDE,ORIGINDATETIME_TR,DESTINATIONDATETIME_TR,DISTANCE_KM,ORIGIN_YEAR,ORIGIN_MONTH,ORIGIN_DAY,ORIGIN_HOUR,ORIGIN_DAY_OF_WEEK,DATE,Year,Month,Day,Max Temperature (F),Min Temperature (F),"Rain, Melted Snow, Etc. (in)","Snow, Ice Pellets, Hail (in)","Snow, Ice Pellets, Hail, Ice on Ground (in)",Average Temperature (F),Total Precipitation (in),Weather Category,Date,Total Entries,Total Exits
2020-03-06,6922,12.43210777232014,0,0.0,0.0,0.0,38.902525,-77.037526,1600 BLOCK K STREET NW,,,2020-03-06 18:00:00,2020-03-06 18:00:00,1.873307274700392,2020,3,6,18,4,2020-03-06,2020,3,6,53.0,37.0,0.001,0.0,0.0,45.0,0.001,Sunny,2020-03-06,"580,855","576,469"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.952536,-77.003107,100 BLOCK GALLOWAY STREET NE,,,2020-03-07 15:00:00,2020-03-07 16:00:00,1.873307274700392,2020,3,7,15,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.953785,-77.017092,5200 BLOCK KANSAS AVENUE NW,,,2020-03-07 19:00:00,2020-03-07 19:00:00,1.873307274700392,2020,3,7,19,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.917761,-77.022423,700 BLOCK V STREET NW,,,2020-03-07 15:00:00,2020-03-07 15:00:00,1.873307274700392,2020,3,7,15,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.902594,-77.060624,3000 BLOCK K STREET NW,,,2020-03-07 01:00:00,2020-03-07 01:00:00,1.873307274700392,2020,3,7,1,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.910384,-77.021917,1500 BLOCK 7TH STREET NW,,,2020-03-07 23:00:00,2020-03-08 02:00:00,1.873307274700392,2020,3,7,23,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.896122,-77.010245,UNIT BLOCK E STREET NW,,,2020-03-07 12:00:00,2020-03-07 12:00:00,1.873307274700392,2020,3,7,12,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.902521,-77.030791,1300 BLOCK K STREET NW,,,2020-03-07 18:00:00,2020-03-07 18:00:00,1.873307274700392,2020,3,7,18,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.952536,-77.003107,100 BLOCK GALLOWAY STREET NE,,,2020-03-07 12:00:00,2020-03-07 13:00:00,1.873307274700392,2020,3,7,12,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.873265,-76.93604,4300 BLOCK BOWEN ROAD SE,,,2020-03-07 15:00:00,2020-03-07 16:00:00,1.873307274700392,2020,3,7,15,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.900771,-77.031962,800 BLOCK 14TH STREET NW,,,2020-03-07 11:00:00,2020-03-07 12:00:00,1.873307274700392,2020,3,7,11,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.921848,-77.03649,2400 BLOCK 16TH STREET NW,,,2020-03-07 15:00:00,2020-03-07 15:00:00,1.873307274700392,2020,3,7,15,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.89913,-77.021917,700 BLOCK 7TH STREET NW,,,2020-03-07 21:00:00,2020-03-07 22:00:00,1.873307274700392,2020,3,7,21,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.899774,-77.054955,2500 BLOCK VIRGINIA AVENUE NW,,,2020-03-07 00:00:00,2020-03-07 00:00:00,1.873307274700392,2020,3,7,0,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-07 23:00:00,2020-03-07 23:00:00,1.873307274700392,2020,3,7,23,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.925439,-77.073188,2700 BLOCK WISCONSIN AVENUE NW,,,2020-03-07 15:00:00,2020-03-07 15:00:00,1.873307274700392,2020,3,7,15,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.9152,-77.031952,1800 BLOCK 14TH STREET NW,,,2020-03-07 06:00:00,2020-03-07 06:00:00,1.873307274700392,2020,3,7,6,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,,,Unknown,,,2020-03-07 21:00:00,2020-03-07 21:00:00,1.873307274700392,2020,3,7,21,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.905647,-77.028851,1200 BLOCK M STREET NW,,,2020-03-07 05:00:00,2020-03-07 05:00:00,1.873307274700392,2020,3,7,5,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.932602,-77.056789,3200 BLOCK CONNECTICUT AVENUE NW,,,2020-03-07 16:00:00,2020-03-07 16:00:00,1.873307274700392,2020,3,7,16,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.877436,-77.019892,1000 BLOCK 6TH STREET SW,,,2020-03-07 15:00:00,2020-03-07 15:00:00,1.873307274700392,2020,3,7,15,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.911127,-77.040077,1700 BLOCK Q STREET NW,,,2020-03-07 01:00:00,2020-03-07 01:00:00,1.873307274700392,2020,3,7,1,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.902521,-77.020912,600 BLOCK K STREET NW,,,2020-03-07 02:00:00,2020-03-07 02:00:00,1.873307274700392,2020,3,7,2,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.901336,-77.040573,1700 BLOCK I STREET NW,,,2020-03-07 19:00:00,2020-03-07 19:00:00,1.873307274700392,2020,3,7,19,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.895505,-77.032802,1400 BLOCK PENNSYLVANIA AVENUE NW,,,2020-03-07 20:00:00,2020-03-07 21:00:00,1.873307274700392,2020,3,7,20,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-07,6166,16.774959455076225,2020-03-07,2.0,0.0,2.0,38.909243,-77.031952,1400 BLOCK 14TH STREET NW,,,2020-03-07 01:00:00,2020-03-07 01:00:00,1.873307274700392,2020,3,7,1,5,2020-03-07,2020,3,7,53.0,39.0,0.001,0.0,0.0,46.0,0.001,Sunny,2020-03-07,"225,114","222,539"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.916384,-77.046519,1900 BLOCK CONNECTICUT AVENUE NW,,,2020-03-08 23:00:00,2020-03-08 23:00:00,1.873307274700392,2020,3,8,23,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.917002,-77.037482,1600 BLOCK U STREET NW,,,2020-03-08 01:00:00,2020-03-08 06:00:00,1.873307274700392,2020,3,8,1,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.897204,-77.008388,UNIT BLOCK MASSACHUSETTS AVENUE NE,,,2020-03-08 23:00:00,2020-03-08 23:00:00,1.873307274700392,2020,3,8,23,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,,,Unknown,,,2020-03-08 20:00:00,2020-03-08 20:00:00,1.873307274700392,2020,3,8,20,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.896733,-77.009058,500 BLOCK NORTH CAPITOL STREET ,,,2020-03-08 03:00:00,2020-03-08 04:00:00,1.873307274700392,2020,3,8,3,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.912137,-77.022431,700 BLOCK RHODE ISLAND AVENUE NW,,,2020-03-08 08:00:00,2020-03-08 08:00:00,1.873307274700392,2020,3,8,8,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.936195,-77.058877,3500 BLOCK CONNECTICUT AVENUE NW,,,2020-03-08 02:00:00,2020-03-08 02:00:00,1.873307274700392,2020,3,8,2,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.889778,-76.941394,4100 BLOCK EAST CAPITOL STREET ,,,2020-03-08 02:00:00,2020-03-08 02:00:00,1.873307274700392,2020,3,8,2,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.909927,-77.043607,1300 BLOCK CONNECTICUT AVENUE NW,,,2020-03-08 18:00:00,2020-03-08 19:00:00,1.873307274700392,2020,3,8,18,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-08 06:00:00,2020-03-08 06:00:00,1.873307274700392,2020,3,8,6,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.925203,-77.052487,2600 BLOCK CONNECTICUT AVENUE NW,,,2020-03-08 17:00:00,2020-03-08 17:00:00,1.873307274700392,2020,3,8,17,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.87648,-77.00005,400 BLOCK M STREET SE,,,2020-03-08 16:00:00,2020-03-08 17:00:00,1.873307274700392,2020,3,8,16,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.917556,-77.029621,2000 BLOCK 13TH STREET NW,,,2020-03-08 03:00:00,2020-03-08 03:00:00,1.873307274700392,2020,3,8,3,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.896386,-77.00835,UNIT BLOCK E STREET NE,,,2020-03-08 02:00:00,2020-03-08 03:00:00,1.873307274700392,2020,3,8,2,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.911523,-77.028524,1600 BLOCK VERMONT AVENUE NW,,,2020-03-08 15:00:00,2020-03-08 15:00:00,1.873307274700392,2020,3,8,15,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-08,7494,21.835188150520416,2020-03-08,2.0,0.0,0.0,38.902943,-77.022981,700 BLOCK MT VERNON PLACE NW,,,2020-03-08 23:00:00,2020-03-08 23:00:00,1.873307274700392,2020,3,8,23,6,2020-03-08,2020,3,8,62.0,36.0,0.0,0.0,0.0,49.0,0.0,Sunny,2020-03-08,"171,716","169,466"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.897982,-77.054368,600 BLOCK NEW HAMPSHIRE AVENUE NW,,,2020-03-09 21:00:00,2020-03-09 21:00:00,1.873307274700392,2020,3,9,21,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.889762,-76.93355,4700 BLOCK EAST CAPITOL STREET ,,,2020-03-09 09:00:00,2020-03-09 09:00:00,1.873307274700392,2020,3,9,9,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.9021,-77.022952,700 BLOCK K STREET NW,,,2020-03-09 21:00:00,2020-03-09 22:00:00,1.873307274700392,2020,3,9,21,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.902524,-77.03556,1500 BLOCK K STREET NW,,,2020-03-09 21:00:00,2020-03-09 22:00:00,1.873307274700392,2020,3,9,21,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.893362,-77.031943,200 BLOCK 14TH STREET NW,,,2020-03-09 19:00:00,2020-03-09 19:00:00,1.873307274700392,2020,3,9,19,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.884155,-77.017556,400 BLOCK 4TH STREET SW,,,2020-03-09 18:00:00,2020-03-09 18:00:00,1.873307274700392,2020,3,9,18,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.888356,-77.049781,UNIT BLOCK LINCOLN MEMORIAL CIRCLE SW,,,2020-03-09 22:00:00,2020-03-09 23:00:00,1.873307274700392,2020,3,9,22,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.935928,-77.032732,3500 BLOCK 14TH STREET NW,,,2020-03-09 06:00:00,2020-03-09 06:00:00,1.873307274700392,2020,3,9,6,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.90324,-77.025018,900 BLOCK MASSACHUSETTS AVENUE NW,,,2020-03-09 23:00:00,2020-03-09 23:00:00,1.873307274700392,2020,3,9,23,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.895235,-77.028864,1200 BLOCK PENNSYLVANIA AVENUE NW,,,2020-03-09 16:00:00,2020-03-09 16:00:00,1.873307274700392,2020,3,9,16,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.884205,-77.029111,1200 BLOCK MARYLAND AVENUE SW,,,2020-03-09 23:00:00,2020-03-10 00:00:00,1.873307274700392,2020,3,9,23,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.921887,-77.040149,2300 BLOCK ONTARIO ROAD NW,,,2020-03-09 13:00:00,2020-03-09 14:00:00,1.873307274700392,2020,3,9,13,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.92387,-77.040876,1700 BLOCK COLUMBIA ROAD NW,,,2020-03-09 15:00:00,2020-03-09 15:00:00,1.873307274700392,2020,3,9,15,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,,,Unknown,,,2020-03-09 17:00:00,2020-03-09 17:00:00,1.873307274700392,2020,3,9,17,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.91541,-77.046303,1800 BLOCK CONNECTICUT AVENUE NW,,,2020-03-09 22:00:00,2020-03-09 22:00:00,1.873307274700392,2020,3,9,22,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-09 05:00:00,2020-03-09 05:00:00,1.873307274700392,2020,3,9,5,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.892353,-77.036545,200 BLOCK 16TH STREET NW,,,2020-03-09 18:00:00,2020-03-09 19:00:00,1.873307274700392,2020,3,9,18,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.892101,-77.044208,1900 BLOCK CONSTITUTION AVENUE NW,,,2020-03-09 18:00:00,2020-03-09 18:00:00,1.873307274700392,2020,3,9,18,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.823601,-77.00889,UNIT BLOCK GALVESTON STREET SW,,,2020-03-09 12:00:00,2020-03-09 12:00:00,1.873307274700392,2020,3,9,12,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.908477,-77.040086,1700 BLOCK MASSACHUSETTS AVENUE NW,,,2020-03-09 14:00:00,2020-03-09 15:00:00,1.873307274700392,2020,3,9,14,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.89783,-77.033645,600 BLOCK 15TH STREET NW,,,2020-03-09 05:00:00,2020-03-09 05:00:00,1.873307274700392,2020,3,9,5,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.895463,-77.021917,400 BLOCK 7TH STREET NW,,,2020-03-09 20:00:00,2020-03-09 20:00:00,1.873307274700392,2020,3,9,20,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.903739,-77.054259,2500 BLOCK L STREET NW,,,2020-03-09 13:00:00,2020-03-09 13:00:00,1.873307274700392,2020,3,9,13,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.92316,-77.032086,2500 BLOCK 14TH STREET NW,,,2020-03-09 00:00:00,2020-03-09 00:00:00,1.873307274700392,2020,3,9,0,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.897861,-77.021917,600 BLOCK 7TH STREET NW,,,2020-03-09 19:00:00,2020-03-09 19:00:00,1.873307274700392,2020,3,9,19,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.899063,-77.028082,700 BLOCK 12TH STREET NW,,,2020-03-09 22:00:00,2020-03-09 22:00:00,1.873307274700392,2020,3,9,22,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.913345,-77.045589,1700 BLOCK CONNECTICUT AVENUE NW,,,2020-03-09 20:00:00,2020-03-09 20:00:00,1.873307274700392,2020,3,9,20,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.897834,-77.041703,600 BLOCK 18TH STREET NW,,,2020-03-09 22:00:00,2020-03-09 22:00:00,1.873307274700392,2020,3,9,22,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.8935,-77.049497,2200 BLOCK C STREET NW,,,2020-03-09 20:00:00,2020-03-09 20:00:00,1.873307274700392,2020,3,9,20,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.91701,-77.021895,2000 BLOCK GEORGIA AVENUE NW,,,2020-03-09 16:00:00,2020-03-09 17:00:00,1.873307274700392,2020,3,9,16,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-09,9778,16.982247562555397,2020-03-09,4.0,0.0,2.0,38.89955,-77.014407,200 BLOCK MASSACHUSETTS AVENUE NW,,,2020-03-09 19:00:00,2020-03-09 19:00:00,1.873307274700392,2020,3,9,19,0,2020-03-09,2020,3,9,74.0,43.0,0.0,0.0,0.0,58.5,0.0,Sunny,2020-03-09,"588,537","583,815"
2020-03-10,8674,13.941916455307048,2020-03-10,4.0,0.0,0.0,,,Unknown,,,2020-03-10 15:00:00,2020-03-10 15:00:00,1.873307274700392,2020,3,10,15,1,2020-03-10,2020,3,10,72.0,54.0,0.01,0.0,0.0,63.0,0.01,Sunny,2020-03-10,"609,239","605,108"
2020-03-10,8674,13.941916455307048,2020-03-10,4.0,0.0,0.0,,,Unknown,,,2020-03-10 20:00:00,2020-03-10 20:00:00,1.873307274700392,2020,3,10,20,1,2020-03-10,2020,3,10,72.0,54.0,0.01,0.0,0.0,63.0,0.01,Sunny,2020-03-10,"609,239","605,108"
2020-03-10,8674,13.941916455307048,2020-03-10,4.0,0.0,0.0,38.892011,-77.005061,100 BLOCK CONSTITUTION AVENUE NE,,,2020-03-10 22:00:00,2020-03-10 22:00:00,1.873307274700392,2020,3,10,22,1,2020-03-10,2020,3,10,72.0,54.0,0.01,0.0,0.0,63.0,0.01,Sunny,2020-03-10,"609,239","605,108"
