Year,Month,Day,Max Temperature (F),Min Temperature (F),"Rain, Melted Snow, Etc. (in)","Snow, Ice Pellets, Hail (in)","Snow, Ice Pellets, Hail, Ice on Ground (in)",Date,Total Entries,Total Exits
2017,12,20,56.0,38.0,0.0,0.0,0.0,2017-12-20,569540,567698
2017,12,21,46.0,32.0,0.0,0.0,0.0,2017-12-21,530036,527432
2017,12,22,57.0,36.0,0.0,0.0,0.0,2017-12-22,416141,414085
2017,12,23,65.0,45.0,0.18,0.0,0.0,2017-12-23,151691,150716
2017,12,24,46.0,39.0,0.001,0.0,0.0,2017-12-24,100451,99556
2017,12,26,39.0,30.0,0.0,0.0,0.0,2017-12-26,285358,283678
2017,12,27,33.0,19.0,0.0,0.0,0.0,2017-12-27,375480,373221
2017,12,28,25.0,16.0,0.0,0.0,0.0,2017-12-28,384696,382591
2017,12,29,32.0,19.0,0.0,0.0,0.0,2017-12-29,365586,363394
2017,12,30,33.0,22.0,0.03,0.2,0.001,2017-12-30,167856,166705
2017,12,31,23.0,16.0,0.0,0.0,0.001,2017-12-31,126103,125093
2018,1,2,26.0,13.0,0.0,0.0,0.0,2018-01-02,458363,456240
2018,1,3,35.0,13.0,0.001,0.001,0.0,2018-01-03,539802,537291
2018,1,4,27.0,16.0,0.1,0.8,1.2,2018-01-04,418256,416895
2018,1,5,21.0,13.0,0.0,0.0,1.2,2018-01-05,447794,445986
2018,1,6,21.0,11.0,0.0,0.0,0.001,2018-01-06,139138,138212
2018,1,7,23.0,8.0,0.0,0.0,0.0,2018-01-07,111978,111379
2018,1,8,39.0,19.0,0.06,0.001,0.0,2018-01-08,544684,541226
2018,1,9,51.0,30.0,0.0,0.0,0.0,2018-01-09,607016,603051
2018,1,10,43.0,27.0,0.0,0.0,0.0,2018-01-10,613888,610098
2018,1,11,62.0,38.0,0.001,0.0,0.0,2018-01-11,612939,609377
2018,1,12,64.0,57.0,0.37,0.0,0.0,2018-01-12,540421,536538
2018,1,13,62.0,21.0,0.11,0.0,0.0,2018-01-13,178074,175972
2018,1,14,28.0,17.0,0.0,0.0,0.0,2018-01-14,119011,117727
2018,1,16,43.0,30.0,0.0,0.0,0.0,2018-01-16,568650,564875
2018,1,17,37.0,20.0,0.03,0.4,0.001,2018-01-17,562282,559260
2018,1,18,47.0,19.0,0.0,0.0,0.001,2018-01-18,611828,608471
2018,1,19,51.0,25.0,0.0,0.0,0.0,2018-01-19,610693,606194
2018,1,20,63.0,28.0,0.0,0.0,0.0,2018-01-20,246802,244207
2018,1,21,61.0,32.0,0.0,0.0,0.0,2018-01-21,128994,127515
2018,1,22,65.0,47.0,0.001,0.0,0.0,2018-01-22,539317,536161
2018,1,23,68.0,47.0,0.11,0.0,0.0,2018-01-23,596874,593632
2018,1,24,48.0,35.0,0.0,0.0,0.0,2018-01-24,604367,600952
2018,1,25,42.0,31.0,0.0,0.0,0.0,2018-01-25,609657,605852
2018,1,26,50.0,28.0,0.0,0.0,0.0,2018-01-26,558927,555170
2018,1,27,63.0,38.0,0.001,0.0,0.0,2018-01-27,216342,213923
2018,1,28,57.0,47.0,0.16,0.0,0.0,2018-01-28,123440,122046
2018,1,29,48.0,41.0,0.001,0.0,0.0,2018-01-29,566124,562585
2018,1,30,41.0,24.0,0.001,0.001,0.0,2018-01-30,600455,596656
2018,1,31,41.0,21.0,0.0,0.0,0.0,2018-01-31,604846,600403
2018,2,1,54.0,40.0,0.02,0.0,0.0,2018-02-01,608059,604443
2018,2,2,43.0,19.0,0.04,0.0,0.0,2018-02-02,535600,532098
2018,2,3,36.0,17.0,0.0,0.0,0.0,2018-02-03,180497,178253
2018,2,4,37.0,33.0,1.12,0.001,0.0,2018-02-04,105667,104448
2018,2,5,39.0,27.0,0.0,0.0,0.0,2018-02-05,550009,546763
2018,2,6,43.0,28.0,0.0,0.0,0.0,2018-02-06,604278,601285
2018,2,7,43.0,33.0,0.49,0.0,0.0,2018-02-07,540798,538169
2018,2,8,38.0,26.0,0.0,0.0,0.0,2018-02-08,607283,603908
2018,2,9,46.0,27.0,0.0,0.0,0.0,2018-02-09,550136,546737
2018,2,10,50.0,39.0,1.06,0.0,0.0,2018-02-10,158992,157438
2018,2,11,68.0,45.0,1.05,0.0,0.0,2018-02-11,118073,116820
2018,2,12,65.0,37.0,0.09,0.0,0.0,2018-02-12,568654,565292
2018,2,13,43.0,33.0,0.001,0.0,0.0,2018-02-13,613385,610822
2018,2,14,53.0,34.0,0.03,0.0,0.0,2018-02-14,609271,605504
2018,2,15,74.0,47.0,0.01,0.0,0.0,2018-02-15,611657,608032
2018,2,16,67.0,40.0,0.05,0.0,0.0,2018-02-16,528168,524885
2018,2,17,44.0,34.0,0.42,0.2,0.0,2018-02-17,191230,189232
2018,2,18,51.0,33.0,0.001,0.0,0.001,2018-02-18,176851,175207
2018,2,20,78.0,49.0,0.0,0.0,0.0,2018-02-20,605272,601565
2018,2,21,82.0,56.0,0.0,0.0,0.0,2018-02-21,622513,617763
2018,2,22,67.0,43.0,0.06,0.0,0.0,2018-02-22,609616,606034
2018,2,23,48.0,41.0,0.001,0.0,0.0,2018-02-23,569160,565655
2018,2,24,53.0,48.0,0.16,0.0,0.0,2018-02-24,204012,202085
2018,2,25,54.0,47.0,0.17,0.0,0.0,2018-02-25,131219,129939
2018,2,26,53.0,41.0,0.0,0.0,0.0,2018-02-26,578737,575585
2018,2,27,58.0,36.0,0.0,0.0,0.0,2018-02-27,632629,629031
2018,2,28,64.0,44.0,0.0,0.0,0.0,2018-02-28,623583,619536
2018,3,1,59.0,49.0,0.09,0.0,0.0,2018-03-01,611665,608326
2018,3,2,54.0,39.0,0.01,0.001,0.0,2018-03-02,291218,288443
2018,3,3,53.0,36.0,0.0,0.0,0.0,2018-03-03,190834,188504
2018,3,4,53.0,35.0,0.0,0.0,0.0,2018-03-04,138378,136689
2018,3,5,49.0,31.0,0.0,0.0,0.0,2018-03-05,596602,592583
2018,3,6,46.0,33.0,0.3,0.4,0.0,2018-03-06,636637,632684
2018,3,7,51.0,34.0,0.03,0.001,0.0,2018-03-07,619326,616080
2018,3,8,46.0,34.0,0.0,0.0,0.0,2018-03-08,641481,637676
2018,3,9,46.0,33.0,0.0,0.0,0.0,2018-03-09,589477,585007
2018,3,10,49.0,31.0,0.0,0.0,0.0,2018-03-10,275896,273663
2018,3,11,52.0,31.0,0.0,0.0,0.0,2018-03-11,161492,159795
2018,3,12,46.0,34.0,0.01,0.001,0.0,2018-03-12,599787,596349
2018,3,13,47.0,33.0,0.0,0.0,0.0,2018-03-13,650167,646383
2018,3,14,44.0,32.0,0.0,0.0,0.0,2018-03-14,649145,645249
2018,3,15,55.0,31.0,0.0,0.0,0.0,2018-03-15,640794,637250
2018,3,16,47.0,34.0,0.001,0.001,0.0,2018-03-16,578075,573934
2018,3,17,46.0,32.0,0.001,0.0,0.0,2018-03-17,231538,229307
2018,3,18,59.0,34.0,0.0,0.0,0.0,2018-03-18,165755,164390
2018,3,19,56.0,36.0,0.0,0.0,0.0,2018-03-19,601873,598445
2018,3,20,43.0,32.0,0.87,0.001,0.0,2018-03-20,611891,608119
2018,3,21,36.0,32.0,0.49,4.1,0.001,2018-03-21,170845,169412
2018,3,22,49.0,34.0,0.001,0.001,2.0,2018-03-22,586816,583951
2018,3,23,51.0,35.0,0.0,0.0,0.0,2018-03-23,623526,619213
2018,3,24,52.0,33.0,0.0,0.0,0.0,2018-03-24,558821,552527
2018,3,25,48.0,34.0,0.0,0.0,0.0,2018-03-25,191870,190423
2018,3,26,50.0,34.0,0.0,0.0,0.0,2018-03-26,605966,602411
2018,3,27,48.0,34.0,0.02,0.0,0.0,2018-03-27,648665,642327
2018,3,28,58.0,43.0,0.1,0.0,0.0,2018-03-28,639256,635607
2018,3,29,78.0,48.0,0.0,0.0,0.0,2018-03-29,636993,632352
2018,3,30,77.0,45.0,0.001,0.0,0.0,2018-03-30,563347,559201
2018,3,31,61.0,39.0,0.0,0.0,0.0,2018-03-31,335003,332321
2018,4,1,67.0,50.0,0.0,0.0,0.0,2018-04-01,179331,177744
2018,4,2,54.0,42.0,0.02,0.0,0.0,2018-04-02,608462,604551
2018,4,3,56.0,44.0,0.01,0.0,0.0,2018-04-03,672304,668173
2018,4,4,73.0,42.0,0.001,0.0,0.0,2018-04-04,685362,680572
2018,4,5,56.0,34.0,0.0,0.0,0.0,2018-04-05,749829,744107
2018,4,6,72.0,44.0,0.0,0.0,0.0,2018-04-06,716425,711356
2018,4,7,67.0,37.0,0.001,0.001,0.0,2018-04-07,328866,327122
2018,4,8,51.0,34.0,0.0,0.0,0.0,2018-04-08,261031,259669
2018,4,9,46.0,38.0,0.02,0.0,0.0,2018-04-09,612073,608896
2018,4,10,55.0,38.0,0.001,0.0,0.0,2018-04-10,667009,663225
2018,4,11,57.0,43.0,0.0,0.0,0.0,2018-04-11,664894,660778
2018,4,12,78.0,45.0,0.0,0.0,0.0,2018-04-12,677851,674479
2018,4,13,86.0,60.0,0.0,0.0,0.0,2018-04-13,650918,646066
2018,4,14,85.0,63.0,0.0,0.0,0.0,2018-04-14,435726,431594
2018,4,15,69.0,48.0,0.13,0.0,0.0,2018-04-15,179428,177704
2018,4,16,62.0,45.0,1.88,0.0,0.0,2018-04-16,581831,578106
2018,4,17,49.0,40.0,0.0,0.0,0.0,2018-04-17,656772,651845
2018,4,18,62.0,36.0,0.0,0.0,0.0,2018-04-18,659835,655999
2018,4,19,59.0,43.0,0.03,0.0,0.0,2018-04-19,655687,651968
2018,4,20,61.0,38.0,0.0,0.0,0.0,2018-04-20,623305,618865
2018,4,21,63.0,42.0,0.0,0.0,0.0,2018-04-21,253090,250125
2018,4,22,67.0,48.0,0.0,0.0,0.0,2018-04-22,165930,164251
2018,4,23,69.0,50.0,0.0,0.0,0.0,2018-04-23,599284,595863
2018,4,24,63.0,55.0,0.46,0.0,0.0,2018-04-24,634941,631330
2018,4,25,67.0,55.0,0.32,0.0,0.0,2018-04-25,638031,634245
2018,4,26,73.0,50.0,0.0,0.0,0.0,2018-04-26,680752,676443
2018,4,27,64.0,54.0,0.72,0.0,0.0,2018-04-27,600214,595734
2018,4,28,78.0,51.0,0.001,0.0,0.0,2018-04-28,256879,253855
2018,4,29,58.0,45.0,0.0,0.0,0.0,2018-04-29,167630,165830
2018,4,30,73.0,41.0,0.0,0.0,0.0,2018-04-30,599641,595802
2018,5,1,83.0,49.0,0.0,0.0,0.0,2018-05-01,646843,642685
2018,5,2,91.0,56.0,0.0,0.0,0.0,2018-05-02,706490,709544
2018,5,3,90.0,64.0,0.0,0.0,0.0,2018-05-03,651345,645057
2018,5,4,90.0,69.0,0.001,0.0,0.0,2018-05-04,601581,598169
2018,5,5,76.0,62.0,0.001,0.0,0.0,2018-05-05,245514,242991
2018,5,6,73.0,59.0,0.0,0.0,0.0,2018-05-06,152851,151168
2018,5,7,77.0,58.0,0.0,0.0,0.0,2018-05-07,594187,590534
2018,5,8,78.0,58.0,0.0,0.0,0.0,2018-05-08,636608,632983
2018,5,9,80.0,57.0,0.0,0.0,0.0,2018-05-09,637650,633123
2018,5,10,83.0,61.0,0.001,0.0,0.0,2018-05-10,627839,624312
2018,5,11,85.0,61.0,0.0,0.0,0.0,2018-05-11,582648,578784
2018,5,12,90.0,67.0,0.15,0.0,0.0,2018-05-12,229446,226720
2018,5,13,73.0,63.0,0.52,0.0,0.0,2018-05-13,132801,130977
2018,5,14,81.0,62.0,1.49,0.0,0.0,2018-05-14,592036,588846
2018,5,15,89.0,66.0,0.41,0.0,0.0,2018-05-15,675695,671935
2018,5,16,75.0,67.0,0.82,0.0,0.0,2018-05-16,643262,640047
2018,5,17,69.0,66.0,0.97,0.0,0.0,2018-05-17,646257,642709
2018,5,18,69.0,57.0,1.01,0.0,0.0,2018-05-18,572657,569329
2018,5,19,72.0,57.0,0.77,0.0,0.0,2018-05-19,222886,220751
2018,5,20,89.0,68.0,0.0,0.0,0.0,2018-05-20,190988,188984
2018,5,21,82.0,67.0,0.0,0.0,0.0,2018-05-21,627522,624207
2018,5,22,80.0,65.0,1.23,0.0,0.0,2018-05-22,645766,642356
2018,5,23,83.0,66.0,0.0,0.0,0.0,2018-05-23,669986,665923
2018,5,24,87.0,63.0,0.0,0.0,0.0,2018-05-24,635084,631812
2018,5,25,86.0,63.0,0.0,0.0,0.0,2018-05-25,542143,538845
2018,5,26,87.0,71.0,0.03,0.0,0.0,2018-05-26,218193,215985
2018,5,27,85.0,68.0,0.001,0.0,0.0,2018-05-27,190266,188487
2018,5,29,83.0,69.0,0.0,0.0,0.0,2018-05-29,609720,604450
2018,5,30,81.0,71.0,0.001,0.0,0.0,2018-05-30,646246,639506
2018,5,31,86.0,70.0,1.32,0.0,0.0,2018-05-31,630036,626349
2018,6,1,90.0,71.0,0.0,0.0,0.0,2018-06-01,604282,600435
2018,6,2,86.0,73.0,0.05,0.0,0.0,2018-06-02,248022,246017
2018,6,3,75.0,58.0,1.65,0.0,0.0,2018-06-03,129010,127761
2018,6,4,80.0,56.0,0.0,0.0,0.0,2018-06-04,675494,671469
2018,6,5,84.0,61.0,0.0,0.0,0.0,2018-06-05,694559,690438
2018,6,6,78.0,63.0,0.0,0.0,0.0,2018-06-06,695109,691593
2018,6,7,79.0,62.0,0.0,0.0,0.0,2018-06-07,769388,762179
2018,6,8,84.0,65.0,0.96,0.0,0.0,2018-06-08,642174,638629
2018,6,9,86.0,70.0,0.1,0.0,0.0,2018-06-09,312612,309552
2018,6,10,81.0,65.0,0.001,0.0,0.0,2018-06-10,215704,214114
2018,6,11,67.0,61.0,0.42,0.0,0.0,2018-06-11,641144,637784
2018,6,12,79.0,58.0,0.0,0.0,0.0,2018-06-12,844705,837751
2018,6,13,85.0,68.0,0.001,0.0,0.0,2018-06-13,694902,691186
2018,6,14,87.0,73.0,0.001,0.0,0.0,2018-06-14,691543,687321
2018,6,15,85.0,67.0,0.0,0.0,0.0,2018-06-15,621595,617393
2018,6,16,89.0,64.0,0.0,0.0,0.0,2018-06-16,244248,241801
2018,6,17,89.0,73.0,0.0,0.0,0.0,2018-06-17,167937,166116
2018,6,18,92.0,74.0,0.0,0.0,0.0,2018-06-18,647940,643931
2018,6,19,95.0,77.0,1.12,0.0,0.0,2018-06-19,677114,673056
2018,6,20,86.0,73.0,0.13,0.0,0.0,2018-06-20,721150,716050
2018,6,21,86.0,72.0,0.001,0.0,0.0,2018-06-21,707212,702990
2018,6,22,77.0,67.0,0.57,0.0,0.0,2018-06-22,605933,604058
2018,6,23,81.0,67.0,0.06,0.0,0.0,2018-06-23,275361,273364
2018,6,24,91.0,71.0,0.11,0.0,0.0,2018-06-24,198992,196908
2018,6,25,85.0,70.0,0.0,0.0,0.0,2018-06-25,642631,638642
2018,6,26,84.0,65.0,0.0,0.0,0.0,2018-06-26,687611,683385
2018,6,27,82.0,71.0,0.04,0.0,0.0,2018-06-27,676709,672950
2018,6,28,89.0,75.0,0.0,0.0,0.0,2018-06-28,681384,679169
2018,6,29,93.0,73.0,0.0,0.0,0.0,2018-06-29,619970,618338
2018,6,30,91.0,72.0,0.0,0.0,0.0,2018-06-30,282812,280933
2018,7,1,93.0,75.0,0.0,0.0,0.0,2018-07-01,168083,166794
2018,7,2,95.0,78.0,0.0,0.0,0.0,2018-07-02,615262,613100
2018,7,3,97.0,80.0,0.001,0.0,0.0,2018-07-03,650233,645998
2018,7,5,92.0,80.0,0.0,0.0,0.0,2018-07-05,593296,589385
2018,7,6,89.0,79.0,0.001,0.0,0.0,2018-07-06,568490,564483
2018,7,7,82.0,68.0,0.0,0.0,0.0,2018-07-07,258304,255331
2018,7,8,85.0,64.0,0.0,0.0,0.0,2018-07-08,182482,180468
2018,7,9,88.0,64.0,0.0,0.0,0.0,2018-07-09,633274,629589
2018,7,10,96.0,71.0,0.0,0.0,0.0,2018-07-10,682170,677866
2018,7,11,94.0,78.0,0.0,0.0,0.0,2018-07-11,689496,685457
2018,7,12,92.0,73.0,0.0,0.0,0.0,2018-07-12,682355,678534
2018,7,13,89.0,71.0,0.0,0.0,0.0,2018-07-13,634286,630585
2018,7,14,91.0,70.0,0.0,0.0,0.0,2018-07-14,268568,266298
2018,7,15,88.0,74.0,0.001,0.0,0.0,2018-07-15,204343,202768
2018,7,16,98.0,76.0,0.001,0.0,0.0,2018-07-16,668592,663812
2018,7,17,92.0,74.0,2.79,0.0,0.0,2018-07-17,701544,697283
2018,7,18,88.0,70.0,0.0,0.0,0.0,2018-07-18,687690,680906
2018,7,19,88.0,71.0,0.0,0.0,0.0,2018-07-19,683073,678063
2018,7,20,86.0,71.0,0.0,0.0,0.0,2018-07-20,644692,639011
2018,7,21,75.0,67.0,4.0,0.0,0.0,2018-07-21,184353,182303
2018,7,22,83.0,65.0,1.35,0.0,0.0,2018-07-22,171419,169612
2018,7,23,85.0,76.0,0.06,0.0,0.0,2018-07-23,595421,589237
2018,7,24,83.0,75.0,0.32,0.0,0.0,2018-07-24,632576,627547
2018,7,25,86.0,74.0,0.67,0.0,0.0,2018-07-25,647567,642000
2018,7,26,89.0,73.0,0.0,0.0,0.0,2018-07-26,671638,665121
2018,7,27,91.0,75.0,0.001,0.0,0.0,2018-07-27,603887,599508
2018,7,28,87.0,72.0,0.0,0.0,0.0,2018-07-28,261098,258297
2018,7,29,87.0,70.0,0.0,0.0,0.0,2018-07-29,167059,165557
2018,7,30,78.0,72.0,0.51,0.0,0.0,2018-07-30,583815,579213
2018,7,31,84.0,71.0,0.03,0.0,0.0,2018-07-31,643091,638367
2018,8,1,89.0,74.0,0.25,0.0,0.0,2018-08-01,642176,635362
2018,8,2,86.0,75.0,1.03,0.0,0.0,2018-08-02,627937,622778
2018,8,3,84.0,73.0,0.31,0.0,0.0,2018-08-03,576179,570820
2018,8,4,90.0,73.0,0.11,0.0,0.0,2018-08-04,267121,263673
2018,8,5,91.0,74.0,0.001,0.0,0.0,2018-08-05,177551,175793
2018,8,6,91.0,74.0,0.18,0.0,0.0,2018-08-06,568248,563620
2018,8,7,91.0,75.0,0.12,0.0,0.0,2018-08-07,627920,623279
2018,8,8,94.0,75.0,0.0,0.0,0.0,2018-08-08,626058,621896
2018,8,9,92.0,75.0,0.0,0.0,0.0,2018-08-09,622479,618345
2018,8,10,92.0,75.0,0.0,0.0,0.0,2018-08-10,550627,546763
2018,8,11,91.0,76.0,0.01,0.0,0.0,2018-08-11,194366,192022
2018,8,12,87.0,74.0,0.36,0.0,0.0,2018-08-12,140443,138714
2018,8,13,88.0,72.0,0.001,0.0,0.0,2018-08-13,491269,487297
2018,8,14,87.0,69.0,0.0,0.0,0.0,2018-08-14,526933,522896
2018,8,15,92.0,72.0,0.0,0.0,0.0,2018-08-15,534623,530577
2018,8,16,90.0,73.0,0.0,0.0,0.0,2018-08-16,527547,523602
2018,8,17,94.0,78.0,0.001,0.0,0.0,2018-08-17,494991,490553
2018,8,18,90.0,76.0,0.0,0.0,0.0,2018-08-18,203906,202373
2018,8,19,87.0,72.0,0.0,0.0,0.0,2018-08-19,157072,155618
2018,8,20,82.0,71.0,0.001,0.0,0.0,2018-08-20,499228,496577
2018,8,21,82.0,73.0,2.46,0.0,0.0,2018-08-21,522319,519890
2018,8,22,86.0,72.0,0.02,0.0,0.0,2018-08-22,553402,550114
2018,8,23,81.0,66.0,0.0,0.0,0.0,2018-08-23,551559,549056
2018,8,24,84.0,63.0,0.0,0.0,0.0,2018-08-24,493019,490117
2018,8,25,82.0,67.0,0.0,0.0,0.0,2018-08-25,196432,194288
2018,8,26,88.0,68.0,0.0,0.0,0.0,2018-08-26,133063,131869
2018,8,27,91.0,75.0,0.0,0.0,0.0,2018-08-27,532698,529666
2018,8,28,94.0,78.0,0.0,0.0,0.0,2018-08-28,575112,571079
2018,8,29,94.0,79.0,0.0,0.0,0.0,2018-08-29,576339,572388
2018,8,30,93.0,78.0,0.04,0.0,0.0,2018-08-30,560506,556900
2018,8,31,90.0,75.0,0.3,0.0,0.0,2018-08-31,507025,503114
2018,9,1,89.0,74.0,0.81,0.0,0.0,2018-09-01,231497,229576
2018,9,2,89.0,74.0,0.0,0.0,0.0,2018-09-02,187083,185153
2018,9,4,95.0,79.0,0.001,0.0,0.0,2018-09-04,580250,576597
2018,9,5,93.0,78.0,0.0,0.0,0.0,2018-09-05,621527,617372
2018,9,6,93.0,78.0,0.0,0.0,0.0,2018-09-06,631481,627653
2018,9,7,91.0,72.0,2.89,0.0,0.0,2018-09-07,566500,562923
2018,9,8,77.0,63.0,0.45,0.0,0.0,2018-09-08,208063,206253
2018,9,9,67.0,62.0,1.59,0.0,0.0,2018-09-09,116761,115302
2018,9,10,76.0,65.0,0.02,0.0,0.0,2018-09-10,570102,566775
2018,9,11,77.0,71.0,0.001,0.0,0.0,2018-09-11,624459,620005
2018,9,12,86.0,71.0,0.01,0.0,0.0,2018-09-12,642085,638272
2018,9,13,82.0,73.0,0.001,0.0,0.0,2018-09-13,634789,631484
2018,9,14,78.0,72.0,0.001,0.0,0.0,2018-09-14,564059,560732
2018,9,15,83.0,70.0,0.001,0.0,0.0,2018-09-15,210969,208936
2018,9,16,83.0,69.0,0.0,0.0,0.0,2018-09-16,153826,152506
2018,9,17,80.0,72.0,1.26,0.0,0.0,2018-09-17,585294,581763
2018,9,18,84.0,73.0,0.22,0.0,0.0,2018-09-18,629019,625450
2018,9,19,87.0,72.0,0.0,0.0,0.0,2018-09-19,630240,626186
2018,9,20,83.0,69.0,0.0,0.0,0.0,2018-09-20,649252,645825
2018,9,21,78.0,68.0,0.28,0.0,0.0,2018-09-21,607133,602787
2018,9,22,80.0,65.0,0.01,0.0,0.0,2018-09-22,264176,261481
2018,9,23,66.0,61.0,0.71,0.0,0.0,2018-09-23,141699,140309
2018,9,24,68.0,63.0,0.29,0.0,0.0,2018-09-24,600501,596977
2018,9,25,82.0,68.0,0.1,0.0,0.0,2018-09-25,652292,648513
2018,9,26,87.0,72.0,0.19,0.0,0.0,2018-09-26,659749,655416
2018,9,27,73.0,59.0,0.59,0.0,0.0,2018-09-27,646313,642308
2018,9,28,77.0,60.0,0.31,0.0,0.0,2018-09-28,605549,601004
2018,9,29,80.0,63.0,0.0,0.0,0.0,2018-09-29,248182,245748
2018,9,30,76.0,60.0,0.0,0.0,0.0,2018-09-30,164392,162609
2018,10,1,81.0,64.0,0.0,0.0,0.0,2018-10-01,610481,606170
2018,10,2,84.0,66.0,0.0,0.0,0.0,2018-10-02,649007,646702
2018,10,3,87.0,69.0,0.0,0.0,0.0,2018-10-03,670784,669840
2018,10,4,90.0,68.0,0.0,0.0,0.0,2018-10-04,659085,655274
2018,10,5,77.0,66.0,0.0,0.0,0.0,2018-10-05,598567,594338
2018,10,6,75.0,66.0,0.0,0.0,0.0,2018-10-06,256662,254096
2018,10,7,82.0,71.0,0.0,0.0,0.0,2018-10-07,220566,218729
2018,10,9,83.0,72.0,0.001,0.0,0.0,2018-10-09,648167,643820
2018,10,10,84.0,73.0,0.001,0.0,0.0,2018-10-10,675227,671131
2018,10,11,83.0,70.0,1.51,0.0,0.0,2018-10-11,641694,637963
2018,10,12,70.0,55.0,0.0,0.0,0.0,2018-10-12,608809,604856
2018,10,13,62.0,49.0,0.02,0.0,0.0,2018-10-13,254583,251926
2018,10,14,60.0,48.0,0.01,0.0,0.0,2018-10-14,157789,156134
2018,10,15,74.0,59.0,0.18,0.0,0.0,2018-10-15,610343,607162
2018,10,16,67.0,56.0,0.0,0.0,0.0,2018-10-16,660019,656361
2018,10,17,70.0,53.0,0.0,0.0,0.0,2018-10-17,675222,670777
2018,10,18,59.0,47.0,0.0,0.0,0.0,2018-10-18,669529,664899
2018,10,19,66.0,43.0,0.02,0.0,0.0,2018-10-19,615300,610364
2018,10,20,69.0,53.0,0.07,0.0,0.0,2018-10-20,245279,242414
2018,10,21,56.0,42.0,0.0,0.0,0.0,2018-10-21,167365,165420
2018,10,22,58.0,38.0,0.0,0.0,0.0,2018-10-22,613326,609782
2018,10,23,72.0,45.0,0.0,0.0,0.0,2018-10-23,659093,654938
2018,10,24,58.0,43.0,0.0,0.0,0.0,2018-10-24,658255,653152
2018,10,25,55.0,40.0,0.0,0.0,0.0,2018-10-25,655141,651852
2018,10,26,51.0,45.0,0.74,0.0,0.0,2018-10-26,594127,590047
2018,10,27,54.0,49.0,0.49,0.0,0.0,2018-10-27,234376,232275
2018,10,28,62.0,50.0,0.02,0.0,0.0,2018-10-28,246457,244387
2018,10,29,62.0,48.0,0.001,0.0,0.0,2018-10-29,619153,615260
2018,10,30,65.0,43.0,0.0,0.0,0.0,2018-10-30,656632,651781
2018,10,31,69.0,47.0,0.0,0.0,0.0,2018-10-31,631201,626797
2018,11,1,76.0,57.0,0.0,0.0,0.0,2018-11-01,657824,653833
2018,11,2,73.0,56.0,0.75,0.0,0.0,2018-11-02,598081,594472
2018,11,3,61.0,47.0,0.03,0.0,0.0,2018-11-03,235565,233600
2018,11,4,59.0,42.0,0.0,0.0,0.0,2018-11-04,160455,158525
2018,11,5,58.0,53.0,1.44,0.0,0.0,2018-11-05,605609,601932
2018,11,6,61.0,54.0,0.79,0.0,0.0,2018-11-06,600140,596386
2018,11,7,66.0,48.0,0.0,0.0,0.0,2018-11-07,662359,657094
2018,11,8,61.0,50.0,0.0,0.0,0.0,2018-11-08,669959,666204
2018,11,9,52.0,46.0,0.54,0.0,0.0,2018-11-09,576157,571955
2018,11,10,50.0,33.0,0.0,0.0,0.0,2018-11-10,217146,214660
2018,11,11,48.0,31.0,0.0,0.0,0.0,2018-11-11,157524,155891
2018,11,13,50.0,44.0,0.34,0.0,0.0,2018-11-13,635807,632003
2018,11,14,46.0,38.0,0.0,0.0,0.0,2018-11-14,658755,656072
2018,11,15,41.0,32.0,1.15,1.4,0.001,2018-11-15,569328,565944
2018,11,16,54.0,37.0,0.05,0.0,0.0,2018-11-16,607916,603932
2018,11,17,51.0,40.0,0.0,0.0,0.0,2018-11-17,215948,213448
2018,11,18,52.0,34.0,0.0,0.0,0.0,2018-11-18,150475,148556
2018,11,19,59.0,40.0,0.0,0.0,0.0,2018-11-19,598709,594287
2018,11,20,56.0,42.0,0.001,0.0,0.0,2018-11-20,611562,607269
2018,11,21,55.0,33.0,0.0,0.0,0.0,2018-11-21,471385,467785
2018,11,23,35.0,28.0,0.0,0.0,0.0,2018-11-23,258219,255302
2018,11,24,48.0,34.0,1.42,0.0,0.0,2018-11-24,137654,136223
2018,11,25,60.0,38.0,0.0,0.0,0.0,2018-11-25,139796,138177
2018,11,26,52.0,42.0,0.45,0.0,0.0,2018-11-26,559539,555946
2018,11,27,45.0,37.0,0.0,0.0,0.0,2018-11-27,615342,611450
2018,11,28,40.0,32.0,0.0,0.0,0.0,2018-11-28,638898,634415
2018,11,29,42.0,31.0,0.0,0.0,0.0,2018-11-29,634783,630449
2018,11,30,47.0,38.0,0.01,0.0,0.0,2018-11-30,579586,575905
2018,12,1,45.0,36.0,0.21,0.0,0.0,2018-12-01,189342,187979
2018,12,2,58.0,45.0,0.11,0.0,0.0,2018-12-02,145081,142418
2018,12,3,62.0,48.0,0.0,0.0,0.0,2018-12-03,601935,597812
2018,12,4,48.0,35.0,0.0,0.0,0.0,2018-12-04,648234,644864
2018,12,5,41.0,33.0,0.0,0.0,0.0,2018-12-05,442590,439421
2018,12,6,45.0,33.0,0.0,0.0,0.0,2018-12-06,635651,632081
2018,12,7,44.0,33.0,0.0,0.0,0.0,2018-12-07,579266,575606
2018,12,8,40.0,27.0,0.0,0.0,0.0,2018-12-08,215640,213381
2018,12,9,35.0,32.0,0.0,0.0,0.0,2018-12-09,144813,143437
2018,12,10,41.0,30.0,0.0,0.0,0.0,2018-12-10,611684,607986
2018,12,11,47.0,26.0,0.0,0.0,0.0,2018-12-11,664298,659580
